Home_Team,Away_Team,Home_Score,Away_Score,Home_xG,Away_xG,League
Manchester Utd,Fulham,1,0,2.4,0.4,Premier League
Ipswich Town,Liverpool,0,2,0.5,2.6,Premier League
Newcastle Utd,Southampton,1,0,0.3,1.8,Premier League
Everton,Brighton,0,3,0.5,1.4,Premier League
Nott'ham Forest,Bournemouth,1,1,1.3,1.2,Premier League
Arsenal,Wolves,2,0,1.2,0.5,Premier League
West Ham,Aston Villa,1,2,2.3,2.0,Premier League
Brentford,Crystal Palace,2,1,1.6,1.2,Premier League
Chelsea,Manchester City,0,2,1.0,0.8,Premier League
Leicester City,Tottenham,1,1,1.0,1.2,Premier League
Brighton,Manchester Utd,2,1,2.1,1.4,Premier League
Manchester City,Ipswich Town,4,1,3.3,0.3,Premier League
Southampton,Nott'ham Forest,0,1,0.1,2.2,Premier League
Tottenham,Everton,4,0,2.4,1.0,Premier League
Fulham,Leicester City,2,1,1.8,0.6,Premier League
Crystal Palace,West Ham,0,2,1.3,1.4,Premier League
Aston Villa,Arsenal,0,2,1.2,0.9,Premier League
Wolves,Chelsea,2,6,1.9,1.6,Premier League
Bournemouth,Newcastle Utd,1,1,2.2,1.6,Premier League
Liverpool,Brentford,2,0,2.5,0.5,Premier League
Arsenal,Brighton,1,1,2.1,1.7,Premier League
Ipswich Town,Fulham,1,1,0.4,0.9,Premier League
Nott'ham Forest,Wolves,1,1,1.0,0.7,Premier League
Brentford,Southampton,3,1,2.8,1.5,Premier League
Leicester City,Aston Villa,1,2,0.4,1.4,Premier League
Everton,Bournemouth,2,3,1.8,2.4,Premier League
West Ham,Manchester City,1,3,0.7,3.0,Premier League
Newcastle Utd,Tottenham,2,1,1.8,1.2,Premier League
Chelsea,Crystal Palace,1,1,2.4,0.5,Premier League
Manchester Utd,Liverpool,0,3,1.4,1.8,Premier League
Southampton,Manchester Utd,0,3,1.1,2.6,Premier League
Manchester City,Brentford,2,1,2.1,1.0,Premier League
Liverpool,Nott'ham Forest,0,1,0.9,0.4,Premier League
Crystal Palace,Leicester City,2,2,2.5,1.2,Premier League
Fulham,West Ham,1,1,1.5,0.8,Premier League
Brighton,Ipswich Town,0,0,1.6,0.3,Premier League
Aston Villa,Everton,3,2,2.1,0.9,Premier League
Bournemouth,Chelsea,0,1,1.7,0.8,Premier League
Tottenham,Arsenal,0,1,0.7,0.7,Premier League
Wolves,Newcastle Utd,1,2,1.2,1.5,Premier League
West Ham,Chelsea,0,3,0.9,2.2,Premier League
Tottenham,Brentford,3,1,3.5,0.8,Premier League
Aston Villa,Wolves,3,1,1.7,0.5,Premier League
Fulham,Newcastle Utd,3,1,2.2,1.5,Premier League
Southampton,Ipswich Town,1,1,2.4,1.6,Premier League
Leicester City,Everton,1,1,0.7,1.1,Premier League
Liverpool,Bournemouth,3,0,2.0,1.1,Premier League
Crystal Palace,Manchester Utd,0,0,1.0,1.6,Premier League
Brighton,Nott'ham Forest,2,2,1.0,1.4,Premier League
Manchester City,Arsenal,2,2,2.1,0.7,Premier League
Newcastle Utd,Manchester City,1,1,1.6,0.9,Premier League
Brentford,West Ham,1,1,0.4,1.0,Premier League
Everton,Crystal Palace,2,1,0.9,0.9,Premier League
Arsenal,Leicester City,4,2,4.4,0.3,Premier League
Chelsea,Brighton,4,2,4.2,1.1,Premier League
Nott'ham Forest,Fulham,0,1,0.8,1.3,Premier League
Wolves,Liverpool,1,2,0.6,2.5,Premier League
Ipswich Town,Aston Villa,2,2,1.2,0.8,Premier League
Manchester Utd,Tottenham,0,3,1.0,4.4,Premier League
Bournemouth,Southampton,3,1,1.3,0.6,Premier League
Crystal Palace,Liverpool,0,1,0.6,1.4,Premier League
Brentford,Wolves,5,3,4.2,1.0,Premier League
Leicester City,Bournemouth,1,0,0.8,2.1,Premier League
Manchester City,Fulham,3,2,1.6,2.6,Premier League
West Ham,Ipswich Town,4,1,3.6,0.6,Premier League
Arsenal,Southampton,3,1,2.8,0.6,Premier League
Everton,Newcastle Utd,0,0,0.7,2.1,Premier League
Aston Villa,Manchester Utd,0,0,0.5,0.6,Premier League
Chelsea,Nott'ham Forest,1,1,2.3,0.9,Premier League
Brighton,Tottenham,3,2,1.8,1.3,Premier League
Tottenham,West Ham,4,1,1.9,0.8,Premier League
Fulham,Aston Villa,1,3,1.8,1.6,Premier League
Ipswich Town,Everton,0,2,1.3,1.7,Premier League
Southampton,Leicester City,2,3,2.1,3.1,Premier League
Manchester Utd,Brentford,2,1,1.3,0.9,Premier League
Newcastle Utd,Brighton,0,1,2.0,1.1,Premier League
Bournemouth,Arsenal,2,0,1.8,0.7,Premier League
Wolves,Manchester City,1,2,0.8,1.6,Premier League
Liverpool,Chelsea,2,1,1.9,1.0,Premier League
Nott'ham Forest,Crystal Palace,1,0,1.7,1.0,Premier League
Leicester City,Nott'ham Forest,1,3,0.8,1.7,Premier League
Brighton,Wolves,2,2,1.3,1.3,Premier League
Manchester City,Southampton,1,0,2.9,0.2,Premier League
Brentford,Ipswich Town,4,3,4.0,1.3,Premier League
Aston Villa,Bournemouth,1,1,1.8,0.3,Premier League
Everton,Fulham,1,1,0.8,1.2,Premier League
West Ham,Manchester Utd,2,1,2.8,2.3,Premier League
Chelsea,Newcastle Utd,2,1,1.6,1.8,Premier League
Crystal Palace,Tottenham,1,0,0.8,0.7,Premier League
Arsenal,Liverpool,2,2,0.9,0.8,Premier League
Newcastle Utd,Arsenal,1,0,0.5,1.1,Premier League
Liverpool,Brighton,2,1,1.6,1.0,Premier League
Southampton,Everton,1,0,0.7,1.6,Premier League
Nott'ham Forest,West Ham,3,0,2.2,0.1,Premier League
Ipswich Town,Leicester City,1,1,1.0,1.5,Premier League
Bournemouth,Manchester City,2,1,2.0,1.6,Premier League
Wolves,Crystal Palace,2,2,1.5,2.4,Premier League
Tottenham,Aston Villa,4,1,2.4,1.8,Premier League
Manchester Utd,Chelsea,1,1,2.0,1.1,Premier League
Fulham,Brentford,2,1,1.3,0.6,Premier League
West Ham,Everton,0,0,0.8,1.1,Premier League
Crystal Palace,Fulham,0,2,1.5,1.8,Premier League
Wolves,Southampton,2,0,1.3,0.6,Premier League
Brentford,Bournemouth,3,2,1.5,2.6,Premier League
Brighton,Manchester City,2,1,2.3,2.1,Premier League
Liverpool,Aston Villa,2,0,2.0,1.2,Premier League
Tottenham,Ipswich Town,1,2,1.5,1.6,Premier League
Nott'ham Forest,Newcastle Utd,1,3,0.6,1.6,Premier League
Manchester Utd,Leicester City,3,0,0.8,0.6,Premier League
Chelsea,Arsenal,1,1,1.5,1.5,Premier League
Leicester City,Chelsea,1,2,1.1,2.7,Premier League
Aston Villa,Crystal Palace,2,2,3.0,1.3,Premier League
Fulham,Wolves,1,4,1.0,1.3,Premier League
Bournemouth,Brighton,1,2,1.6,0.9,Premier League
Arsenal,Nott'ham Forest,3,0,1.2,0.3,Premier League
Everton,Brentford,0,0,1.2,1.1,Premier League
Manchester City,Tottenham,0,4,2.1,2.5,Premier League
Southampton,Liverpool,2,3,1.3,3.1,Premier League
Ipswich Town,Manchester Utd,1,1,1.6,0.8,Premier League
Newcastle Utd,West Ham,0,2,1.6,0.9,Premier League
Brighton,Southampton,1,1,1.7,1.0,Premier League
Wolves,Bournemouth,2,4,0.5,3.3,Premier League
Nott'ham Forest,Ipswich Town,1,0,1.6,0.6,Premier League
Brentford,Leicester City,4,1,2.4,1.1,Premier League
Crystal Palace,Newcastle Utd,1,1,1.7,0.0,Premier League
West Ham,Arsenal,2,5,1.5,3.5,Premier League
Manchester Utd,Everton,4,0,1.1,0.6,Premier League
Tottenham,Fulham,1,1,0.8,1.5,Premier League
Chelsea,Aston Villa,3,0,1.6,1.2,Premier League
Liverpool,Manchester City,2,0,3.4,0.8,Premier League
Ipswich Town,Crystal Palace,0,1,0.5,1.6,Premier League
Leicester City,West Ham,3,1,1.7,3.0,Premier League
Newcastle Utd,Liverpool,3,3,2.1,1.9,Premier League
Everton,Wolves,4,0,1.0,0.8,Premier League
Manchester City,Nott'ham Forest,3,0,2.4,1.0,Premier League
Southampton,Chelsea,1,5,1.6,5.2,Premier League
Arsenal,Manchester Utd,2,0,2.1,0.2,Premier League
Aston Villa,Brentford,3,1,2.4,0.9,Premier League
Fulham,Brighton,3,1,1.1,1.4,Premier League
Bournemouth,Tottenham,1,0,3.5,0.9,Premier League
Aston Villa,Southampton,1,0,2.3,0.3,Premier League
Crystal Palace,Manchester City,2,2,1.3,1.4,Premier League
Brentford,Newcastle Utd,4,2,1.2,1.5,Premier League
Manchester Utd,Nott'ham Forest,2,3,1.6,0.8,Premier League
Leicester City,Brighton,2,2,1.3,1.5,Premier League
Ipswich Town,Bournemouth,1,2,1.3,3.2,Premier League
Fulham,Arsenal,1,1,0.2,1.8,Premier League
Tottenham,Chelsea,3,4,2.8,2.8,Premier League
West Ham,Wolves,2,1,1.0,1.4,Premier League
Liverpool,Fulham,2,2,2.1,1.2,Premier League
Wolves,Ipswich Town,1,2,1.3,1.1,Premier League
Newcastle Utd,Leicester City,4,0,3.8,0.2,Premier League
Arsenal,Everton,0,0,1.2,0.1,Premier League
Nott'ham Forest,Aston Villa,2,1,1.7,0.4,Premier League
Brighton,Crystal Palace,1,3,1.0,2.2,Premier League
Manchester City,Manchester Utd,1,2,0.9,2.1,Premier League
Southampton,Tottenham,0,5,0.8,2.3,Premier League
Chelsea,Brentford,2,1,2.2,1.6,Premier League
Bournemouth,West Ham,1,1,1.9,2.1,Premier League
Aston Villa,Manchester City,2,1,1.6,1.0,Premier League
Ipswich Town,Newcastle Utd,0,4,0.7,2.3,Premier League
Brentford,Nott'ham Forest,0,2,0.7,0.9,Premier League
West Ham,Brighton,1,1,1.2,0.9,Premier League
Crystal Palace,Arsenal,1,5,1.6,2.5,Premier League
Manchester Utd,Bournemouth,0,3,2.2,1.6,Premier League
Leicester City,Wolves,0,3,0.8,1.1,Premier League
Everton,Chelsea,0,0,1.0,1.2,Premier League
Fulham,Southampton,0,0,0.9,0.3,Premier League
Tottenham,Liverpool,3,6,1.3,5.6,Premier League
Manchester City,Everton,1,1,2.1,0.7,Premier League
Southampton,West Ham,0,1,1.4,1.7,Premier League
Newcastle Utd,Aston Villa,3,0,2.7,0.3,Premier League
Nott'ham Forest,Tottenham,1,0,1.1,0.9,Premier League
Bournemouth,Crystal Palace,0,0,1.4,0.4,Premier League
Chelsea,Fulham,1,2,1.1,1.8,Premier League
Wolves,Manchester Utd,2,0,0.9,0.4,Premier League
Liverpool,Leicester City,3,1,2.0,0.3,Premier League
Brighton,Brentford,0,0,1.3,1.1,Premier League
Arsenal,Ipswich Town,1,0,1.8,0.2,Premier League
Leicester City,Manchester City,0,2,1.3,1.3,Premier League
Everton,Nott'ham Forest,0,2,0.9,1.5,Premier League
Tottenham,Wolves,2,2,2.2,0.7,Premier League
Fulham,Bournemouth,2,2,1.1,2.0,Premier League
Crystal Palace,Southampton,2,1,2.0,0.9,Premier League
West Ham,Liverpool,0,5,0.4,3.1,Premier League
Aston Villa,Brighton,2,2,1.8,1.1,Premier League
Ipswich Town,Chelsea,2,0,1.6,2.0,Premier League
Manchester Utd,Newcastle Utd,0,2,0.8,1.9,Premier League
Brentford,Arsenal,1,3,0.3,1.9,Premier League
Tottenham,Newcastle Utd,1,2,0.9,2.5,Premier League
Aston Villa,Leicester City,2,1,1.4,0.4,Premier League
Bournemouth,Everton,1,0,1.8,0.7,Premier League
Crystal Palace,Chelsea,1,1,1.1,1.2,Premier League
Southampton,Brentford,0,5,0.3,4.4,Premier League
Manchester City,West Ham,4,1,1.9,1.4,Premier League
Brighton,Arsenal,1,1,1.5,0.9,Premier League
Fulham,Ipswich Town,2,2,2.2,1.5,Premier League
Liverpool,Manchester Utd,2,2,2.7,1.0,Premier League
Wolves,Nott'ham Forest,0,3,1.5,2.1,Premier League
West Ham,Fulham,3,2,1.0,1.7,Premier League
Chelsea,Bournemouth,2,2,2.5,1.2,Premier League
Brentford,Manchester City,2,2,2.5,2.2,Premier League
Nott'ham Forest,Liverpool,1,1,0.3,2.0,Premier League
Leicester City,Crystal Palace,0,2,1.7,1.8,Premier League
Everton,Aston Villa,0,1,1.1,1.2,Premier League
Newcastle Utd,Wolves,3,0,2.1,1.6,Premier League
Arsenal,Tottenham,2,1,1.4,0.8,Premier League
Ipswich Town,Brighton,0,2,0.3,1.0,Premier League
Manchester Utd,Southampton,3,1,3.4,1.4,Premier League
Newcastle Utd,Bournemouth,1,4,0.8,2.0,Premier League
Leicester City,Fulham,0,2,0.6,2.0,Premier League
West Ham,Crystal Palace,0,2,0.3,1.3,Premier League
Brentford,Liverpool,0,2,0.7,3.4,Premier League
Arsenal,Aston Villa,2,2,1.3,1.0,Premier League
Everton,Tottenham,3,2,1.8,1.1,Premier League
Manchester Utd,Brighton,1,3,1.5,1.9,Premier League
Nott'ham Forest,Southampton,3,2,1.8,0.9,Premier League
Ipswich Town,Manchester City,0,6,0.5,3.0,Premier League
Chelsea,Wolves,3,1,3.1,0.8,Premier League
Southampton,Newcastle Utd,1,3,0.8,2.9,Premier League
Brighton,Everton,0,1,0.7,0.8,Premier League
Liverpool,Ipswich Town,4,1,2.0,0.5,Premier League
Bournemouth,Nott'ham Forest,5,0,1.7,1.0,Premier League
Wolves,Arsenal,0,1,0.7,1.0,Premier League
Manchester City,Chelsea,3,1,2.2,1.8,Premier League
Crystal Palace,Brentford,1,2,1.1,1.3,Premier League
Tottenham,Leicester City,1,2,1.0,1.6,Premier League
Aston Villa,West Ham,1,1,0.9,1.3,Premier League
Fulham,Manchester Utd,0,1,0.7,0.3,Premier League
Nott'ham Forest,Brighton,7,0,3.3,0.9,Premier League
Everton,Leicester City,4,0,2.5,0.3,Premier League
Newcastle Utd,Fulham,1,2,0.8,1.6,Premier League
Bournemouth,Liverpool,0,2,1.6,2.5,Premier League
Ipswich Town,Southampton,1,2,1.8,0.9,Premier League
Wolves,Aston Villa,2,0,1.6,0.4,Premier League
Manchester Utd,Crystal Palace,0,2,1.1,2.6,Premier League
Brentford,Tottenham,0,2,2.1,0.8,Premier League
Arsenal,Manchester City,5,1,1.0,0.8,Premier League
Chelsea,West Ham,2,1,1.6,1.2,Premier League
Everton,Liverpool,2,2,1.0,0.6,Premier League
Brighton,Chelsea,3,0,1.4,0.5,Premier League
Leicester City,Arsenal,0,2,0.2,1.4,Premier League
Fulham,Nott'ham Forest,2,1,2.1,0.4,Premier League
Manchester City,Newcastle Utd,4,0,1.9,0.5,Premier League
Southampton,Bournemouth,1,3,0.8,1.2,Premier League
Aston Villa,Ipswich Town,1,1,2.4,0.4,Premier League
West Ham,Brentford,0,1,0.8,1.6,Premier League
Crystal Palace,Everton,1,2,1.6,0.9,Premier League
Liverpool,Wolves,2,1,1.7,1.5,Premier League
Tottenham,Manchester Utd,1,0,2.2,1.5,Premier League
Aston Villa,Liverpool,2,2,0.6,2.5,Premier League
Leicester City,Brentford,0,4,0.5,1.5,Premier League
Everton,Manchester Utd,2,2,1.6,0.4,Premier League
Fulham,Crystal Palace,0,2,0.2,1.3,Premier League
Bournemouth,Wolves,0,1,0.9,2.0,Premier League
Ipswich Town,Tottenham,1,4,1.1,1.7,Premier League
Arsenal,West Ham,0,1,1.2,1.1,Premier League
Southampton,Brighton,0,4,0.1,3.9,Premier League
Aston Villa,Chelsea,2,1,2.3,2.3,Premier League
Newcastle Utd,Nott'ham Forest,4,3,2.9,1.7,Premier League
Manchester City,Liverpool,0,2,0.6,0.7,Premier League
Brighton,Bournemouth,2,1,2.4,1.5,Premier League
Crystal Palace,Aston Villa,4,1,4.3,0.4,Premier League
Wolves,Fulham,1,2,1.3,1.7,Premier League
Chelsea,Southampton,4,0,2.4,0.7,Premier League
Tottenham,Manchester City,0,1,1.3,2.1,Premier League
Nott'ham Forest,Arsenal,0,0,0.4,1.0,Premier League
Manchester Utd,Ipswich Town,3,2,0.7,1.4,Premier League
Brentford,Everton,1,1,1.4,1.5,Premier League
Liverpool,Newcastle Utd,2,0,1.7,0.2,Premier League
West Ham,Leicester City,2,0,1.3,0.4,Premier League
Nott'ham Forest,Manchester City,1,0,0.7,0.9,Premier League
Liverpool,Southampton,3,1,3.9,0.4,Premier League
Brighton,Fulham,2,1,1.5,0.9,Premier League
Crystal Palace,Ipswich Town,1,0,3.2,1.5,Premier League
Brentford,Aston Villa,0,1,0.8,1.3,Premier League
Wolves,Everton,1,1,0.8,1.2,Premier League
Chelsea,Leicester City,1,0,1.7,0.1,Premier League
Tottenham,Bournemouth,2,2,1.5,2.2,Premier League
Manchester Utd,Arsenal,1,1,1.5,1.6,Premier League
West Ham,Newcastle Utd,0,1,0.7,1.4,Premier League
Everton,West Ham,1,1,1.0,0.8,Premier League
Southampton,Wolves,1,2,1.3,0.4,Premier League
Ipswich Town,Nott'ham Forest,2,4,0.4,1.5,Premier League
Manchester City,Brighton,2,2,1.7,2.0,Premier League
Bournemouth,Brentford,1,2,1.6,0.8,Premier League
Arsenal,Chelsea,1,0,0.7,0.4,Premier League
Fulham,Tottenham,2,0,1.0,0.9,Premier League
Leicester City,Manchester Utd,0,3,1.0,0.9,Premier League
Athletic Club,Getafe,1,1,0.3,0.8,La Liga
Betis,Girona,1,1,1.4,1.6,La Liga
Celta Vigo,Alavés,2,1,0.8,1.6,La Liga
Las Palmas,Sevilla,2,2,1.4,1.8,La Liga
Osasuna,Leganés,1,1,1.7,1.0,La Liga
Valencia,Barcelona,1,2,1.0,3.2,La Liga
Real Sociedad,Rayo Vallecano,1,2,1.1,1.1,La Liga
Mallorca,Real Madrid,1,1,1.0,0.6,La Liga
Valladolid,Espanyol,1,0,0.8,0.7,La Liga
Villarreal,Atlético Madrid,2,2,0.8,1.1,La Liga
Celta Vigo,Valencia,3,1,1.3,0.9,La Liga
Sevilla,Villarreal,1,2,1.0,0.9,La Liga
Osasuna,Mallorca,1,0,0.6,0.6,La Liga
Barcelona,Athletic Club,2,1,1.8,1.0,La Liga
Getafe,Rayo Vallecano,0,0,0.5,0.2,La Liga
Espanyol,Real Sociedad,0,1,1.6,0.7,La Liga
Real Madrid,Valladolid,3,0,2.1,0.4,La Liga
Leganés,Las Palmas,2,1,1.5,0.9,La Liga
Alavés,Betis,0,0,0.2,1.5,La Liga
Atlético Madrid,Girona,3,0,1.2,0.7,La Liga
Villarreal,Celta Vigo,4,3,3.6,2.7,La Liga
Mallorca,Sevilla,0,0,0.9,0.7,La Liga
Rayo Vallecano,Barcelona,1,2,0.4,1.4,La Liga
Athletic Club,Valencia,1,0,1.4,0.1,La Liga
Valladolid,Leganés,0,0,1.1,0.2,La Liga
Atlético Madrid,Espanyol,0,0,2.3,0.6,La Liga
Real Sociedad,Alavés,1,2,1.0,1.6,La Liga
Girona,Osasuna,4,0,2.4,0.0,La Liga
Las Palmas,Real Madrid,1,1,0.8,2.5,La Liga
Barcelona,Valladolid,7,0,4.7,0.5,La Liga
Athletic Club,Atlético Madrid,0,1,0.3,1.7,La Liga
Espanyol,Rayo Vallecano,2,1,1.6,1.3,La Liga
Valencia,Villarreal,1,1,1.1,0.5,La Liga
Leganés,Mallorca,0,1,0.3,1.0,La Liga
Alavés,Las Palmas,2,0,2.0,0.7,La Liga
Osasuna,Celta Vigo,3,2,0.9,1.7,La Liga
Sevilla,Girona,0,2,0.9,1.9,La Liga
Getafe,Real Sociedad,0,0,0.6,0.0,La Liga
Real Madrid,Betis,2,0,2.4,0.6,La Liga
Betis,Leganés,2,0,2.1,0.1,La Liga
Mallorca,Villarreal,1,2,0.3,1.8,La Liga
Espanyol,Alavés,3,2,1.6,1.9,La Liga
Sevilla,Getafe,1,0,1.4,1.0,La Liga
Real Sociedad,Real Madrid,0,2,1.1,2.3,La Liga
Celta Vigo,Valladolid,3,1,1.8,0.5,La Liga
Girona,Barcelona,1,4,1.3,1.9,La Liga
Las Palmas,Athletic Club,2,3,1.4,1.7,La Liga
Atlético Madrid,Valencia,3,0,3.1,0.1,La Liga
Rayo Vallecano,Osasuna,3,1,1.6,0.3,La Liga
Mallorca,Real Sociedad,1,0,1.2,0.6,La Liga
Betis,Getafe,2,1,2.6,0.6,La Liga
Leganés,Athletic Club,0,2,0.9,1.3,La Liga
Alavés,Sevilla,2,1,1.1,0.5,La Liga
Valladolid,Real Sociedad,0,0,1.0,1.4,La Liga
Osasuna,Las Palmas,2,1,1.9,0.8,La Liga
Valencia,Girona,2,0,0.4,0.4,La Liga
Real Madrid,Espanyol,4,1,4.4,0.3,La Liga
Getafe,Leganés,1,1,1.5,0.6,La Liga
Athletic Club,Celta Vigo,3,1,0.7,1.3,La Liga
Villarreal,Barcelona,1,5,2.2,3.9,La Liga
Rayo Vallecano,Atlético Madrid,1,1,1.7,0.5,La Liga
Betis,Mallorca,1,2,1.0,1.0,La Liga
Sevilla,Valladolid,2,1,2.1,0.7,La Liga
Valencia,Osasuna,0,0,0.7,0.5,La Liga
Real Madrid,Alavés,3,2,1.3,0.9,La Liga
Girona,Rayo Vallecano,0,0,2.0,0.5,La Liga
Barcelona,Getafe,1,0,1.9,0.7,La Liga
Las Palmas,Betis,1,1,1.0,1.9,La Liga
Espanyol,Villarreal,1,2,0.4,1.6,La Liga
Celta Vigo,Atlético Madrid,0,1,1.5,0.6,La Liga
Valladolid,Mallorca,1,2,1.2,2.2,La Liga
Getafe,Alavés,2,0,2.1,0.5,La Liga
Rayo Vallecano,Leganés,1,1,0.9,0.9,La Liga
Real Sociedad,Valencia,3,0,3.4,0.8,La Liga
Osasuna,Barcelona,4,2,2.2,0.8,La Liga
Celta Vigo,Girona,1,1,0.5,0.8,La Liga
Athletic Club,Sevilla,1,1,2.0,1.1,La Liga
Betis,Espanyol,1,0,2.1,0.5,La Liga
Atlético Madrid,Real Madrid,1,1,1.3,0.8,La Liga
Villarreal,Las Palmas,3,1,2.8,0.9,La Liga
Leganés,Valencia,0,0,0.8,0.5,La Liga
Espanyol,Mallorca,2,1,0.9,1.6,La Liga
Getafe,Osasuna,1,1,0.8,0.3,La Liga
Las Palmas,Celta Vigo,0,1,1.3,0.8,La Liga
Valladolid,Rayo Vallecano,1,2,2.0,1.5,La Liga
Real Madrid,Villarreal,2,0,0.5,1.1,La Liga
Girona,Athletic Club,2,1,1.9,3.1,La Liga
Alavés,Barcelona,0,3,0.7,2.7,La Liga
Sevilla,Betis,1,0,1.4,0.6,La Liga
Real Sociedad,Atlético Madrid,1,1,1.0,0.5,La Liga
Alavés,Valladolid,2,3,0.5,2.4,La Liga
Athletic Club,Espanyol,4,1,1.3,0.2,La Liga
Osasuna,Betis,1,2,2.0,2.1,La Liga
Girona,Real Sociedad,0,1,0.4,1.7,La Liga
Celta Vigo,Real Madrid,1,2,1.8,0.7,La Liga
Mallorca,Rayo Vallecano,1,0,2.0,0.6,La Liga
Atlético Madrid,Leganés,3,1,4.4,0.3,La Liga
Villarreal,Getafe,1,1,0.9,1.9,La Liga
Barcelona,Sevilla,5,1,3.8,1.0,La Liga
Valencia,Las Palmas,2,3,1.6,1.2,La Liga
Espanyol,Sevilla,0,2,1.2,0.8,La Liga
Valladolid,Villarreal,1,2,0.9,2.0,La Liga
Rayo Vallecano,Alavés,1,0,1.9,0.9,La Liga
Las Palmas,Girona,1,0,0.9,0.6,La Liga
Real Madrid,Barcelona,0,4,1.5,2.6,La Liga
Leganés,Celta Vigo,3,0,1.6,0.9,La Liga
Getafe,Valencia,1,1,2.2,0.7,La Liga
Betis,Atlético Madrid,1,0,1.9,0.5,La Liga
Real Sociedad,Osasuna,0,2,1.6,1.0,La Liga
Mallorca,Athletic Club,0,0,0.5,0.6,La Liga
Alavés,Mallorca,1,0,1.1,0.5,La Liga
Osasuna,Valladolid,1,0,2.2,0.2,La Liga
Girona,Leganés,4,3,2.0,0.4,La Liga
Atlético Madrid,Las Palmas,2,0,1.6,0.0,La Liga
Barcelona,Espanyol,3,1,1.8,0.9,La Liga
Sevilla,Real Sociedad,0,2,1.1,1.4,La Liga
Athletic Club,Betis,1,1,4.0,0.9,La Liga
Celta Vigo,Getafe,1,0,1.9,0.5,La Liga
Rayo Vallecano,Las Palmas,1,3,2.4,1.1,La Liga
Real Madrid,Osasuna,4,0,3.1,0.1,La Liga
Villarreal,Alavés,3,0,1.5,0.5,La Liga
Leganés,Sevilla,1,0,1.1,0.6,La Liga
Betis,Celta Vigo,2,2,1.6,1.2,La Liga
Mallorca,Atlético Madrid,0,1,0.6,0.6,La Liga
Valladolid,Athletic Club,1,1,0.6,1.2,La Liga
Getafe,Girona,0,1,0.6,0.2,La Liga
Real Sociedad,Barcelona,1,0,2.0,0.7,La Liga
Getafe,Valladolid,2,0,0.6,1.1,La Liga
Valencia,Betis,4,2,1.5,1.3,La Liga
Atlético Madrid,Alavés,2,1,1.6,0.9,La Liga
Las Palmas,Mallorca,2,3,1.2,1.7,La Liga
Girona,Espanyol,4,1,3.5,0.5,La Liga
Celta Vigo,Barcelona,2,2,2.5,1.8,La Liga
Osasuna,Villarreal,2,2,1.0,2.5,La Liga
Sevilla,Rayo Vallecano,1,0,1.1,0.8,La Liga
Leganés,Real Madrid,0,3,0.1,1.8,La Liga
Athletic Club,Real Sociedad,1,0,1.3,0.5,La Liga
Mallorca,Valencia,2,1,0.8,1.3,La Liga
Barcelona,Las Palmas,1,2,2.3,0.5,La Liga
Alavés,Leganés,1,1,1.1,0.9,La Liga
Espanyol,Celta Vigo,3,1,0.9,1.6,La Liga
Valladolid,Atlético Madrid,0,5,0.6,4.0,La Liga
Villarreal,Girona,2,2,2.0,0.5,La Liga
Real Madrid,Getafe,2,0,3.2,0.5,La Liga
Rayo Vallecano,Athletic Club,1,2,0.2,0.7,La Liga
Real Sociedad,Betis,2,0,0.8,0.4,La Liga
Sevilla,Osasuna,1,1,1.3,0.7,La Liga
Mallorca,Barcelona,1,5,0.9,5.0,La Liga
Athletic Club,Real Madrid,2,1,1.8,1.7,La Liga
Celta Vigo,Mallorca,2,0,0.9,0.8,La Liga
Las Palmas,Valladolid,2,1,1.1,1.3,La Liga
Betis,Barcelona,2,2,3.1,1.9,La Liga
Valencia,Rayo Vallecano,0,1,1.3,0.9,La Liga
Girona,Real Madrid,0,3,0.4,0.9,La Liga
Leganés,Real Sociedad,0,3,0.7,1.8,La Liga
Athletic Club,Villarreal,2,0,1.2,0.8,La Liga
Osasuna,Alavés,2,2,1.8,1.3,La Liga
Atlético Madrid,Sevilla,4,3,2.0,0.4,La Liga
Getafe,Espanyol,1,0,0.4,0.7,La Liga
Valladolid,Valencia,1,0,0.6,0.8,La Liga
Espanyol,Osasuna,0,0,0.3,0.3,La Liga
Mallorca,Girona,2,1,1.2,0.8,La Liga
Sevilla,Celta Vigo,1,0,0.7,1.2,La Liga
Rayo Vallecano,Real Madrid,3,3,1.6,0.7,La Liga
Atlético Madrid,Getafe,1,0,1.7,0.2,La Liga
Alavés,Athletic Club,1,1,0.9,0.7,La Liga
Real Sociedad,Las Palmas,0,0,1.1,1.0,La Liga
Villarreal,Betis,1,2,1.9,0.8,La Liga
Barcelona,Leganés,0,1,2.6,0.4,La Liga
Villarreal,Rayo Vallecano,1,1,1.4,1.5,La Liga
Espanyol,Valencia,1,1,2.1,2.0,La Liga
Girona,Valladolid,3,0,2.5,0.0,La Liga
Getafe,Mallorca,0,1,0.8,2.3,La Liga
Celta Vigo,Real Sociedad,2,0,1.3,0.3,La Liga
Osasuna,Athletic Club,1,2,0.6,1.2,La Liga
Barcelona,Atlético Madrid,1,2,2.7,0.7,La Liga
Valencia,Alavés,2,2,1.5,1.6,La Liga
Real Madrid,Sevilla,4,2,2.0,1.3,La Liga
Las Palmas,Espanyol,1,0,0.9,0.7,La Liga
Leganés,Villarreal,2,5,1.2,3.3,La Liga
Betis,Rayo Vallecano,1,1,2.1,0.9,La Liga
