team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,league
Carrarese,32,26.6,49.9,31,341,"2,790",31.0,32,26,58,30,2,3,74,2,33.9,31.7,25.8,57.5,474,917,1.03,0.84,1.87,0.97,1.81,1.09,0.83,1.93,1.02,1.85,Serie B
Catanzaro,28,28.7,55.9,31,341,"2,790",31.0,40,30,70,38,2,4,65,3,32.6,29.5,24.1,53.6,445,1126,1.29,0.97,2.26,1.23,2.19,1.05,0.78,1.83,0.95,1.73,Serie B
Cesena,27,26.7,49.1,31,341,"2,790",31.0,38,24,62,32,6,7,88,4,38.1,32.5,24.6,57.1,432,975,1.23,0.77,2.00,1.03,1.81,1.23,0.79,2.02,1.05,1.84,Serie B
Cittadella,33,27.6,44.5,31,341,"2,790",31.0,25,17,42,24,1,1,92,2,24.7,24.1,17.7,41.8,406,1055,0.81,0.55,1.35,0.77,1.32,0.80,0.57,1.37,0.78,1.35,Serie B
Cosenza,28,26.5,48.9,31,341,"2,790",31.0,25,17,42,22,3,3,100,8,35.2,32.9,24.9,57.8,430,1018,0.81,0.55,1.35,0.71,1.26,1.14,0.80,1.94,1.06,1.86,Serie B
Cremonese,28,28.8,59.4,31,341,"2,790",31.0,50,39,89,48,2,2,81,2,50.0,48.4,38.6,87.1,612,1374,1.61,1.26,2.87,1.55,2.81,1.61,1.25,2.86,1.56,2.81,Serie B
Frosinone,35,24.5,46.4,31,341,"2,790",31.0,28,20,48,26,2,3,74,6,32.5,30.2,22.2,52.4,464,990,0.90,0.65,1.55,0.84,1.48,1.05,0.72,1.76,0.97,1.69,Serie B
Juve Stabia,29,25.0,51.3,31,341,"2,790",31.0,35,28,63,34,1,1,84,3,32.6,31.8,25.3,57.1,378,904,1.13,0.90,2.03,1.10,2.00,1.05,0.82,1.87,1.03,1.84,Serie B
Mantova,26,28.1,61.1,31,341,"2,790",31.0,35,25,60,33,2,3,75,4,32.4,30.0,22.0,52.0,416,1014,1.13,0.81,1.94,1.06,1.87,1.05,0.71,1.76,0.97,1.68,Serie B
Modena,29,27.1,47.7,31,341,"2,790",31.0,38,27,65,34,4,4,77,5,34.8,31.7,25.0,56.7,437,1099,1.23,0.87,2.10,1.10,1.97,1.12,0.81,1.93,1.02,1.83,Serie B
Palermo,29,27.1,48.8,31,341,"2,790",31.0,37,23,60,32,5,6,70,1,46.4,41.7,32.6,74.3,501,1101,1.19,0.74,1.94,1.03,1.77,1.50,1.05,2.55,1.34,2.40,Serie B
Pisa,28,26.4,45.1,31,341,"2,790",31.0,47,28,75,43,4,5,64,3,47.4,43.5,31.2,74.7,377,977,1.52,0.90,2.42,1.39,2.29,1.53,1.01,2.54,1.40,2.41,Serie B
Reggiana,28,27.0,45.9,31,341,"2,790",31.0,31,17,48,29,2,2,91,3,33.1,31.6,22.0,53.5,512,903,1.00,0.55,1.55,0.94,1.48,1.07,0.71,1.78,1.02,1.73,Serie B
Salernitana,41,27.5,52.0,31,341,"2,790",31.0,27,13,40,23,4,6,75,4,33.5,28.9,21.3,50.2,537,1181,0.87,0.42,1.29,0.74,1.16,1.08,0.69,1.77,0.93,1.62,Serie B
Sampdoria,38,27.7,49.3,31,341,"2,790",31.0,33,17,50,31,2,3,85,8,39.5,37.2,26.9,64.1,408,1036,1.06,0.55,1.61,1.00,1.55,1.28,0.87,2.14,1.20,2.07,Serie B
Sassuolo,32,26.1,52.1,31,341,"2,790",31.0,66,47,113,59,7,8,62,2,46.9,40.7,32.9,73.6,521,1228,2.13,1.52,3.65,1.90,3.42,1.51,1.06,2.57,1.31,2.37,Serie B
Spezia,26,26.8,50.4,31,341,"2,790",31.0,42,27,69,39,3,6,88,3,54.1,49.2,35.7,84.9,494,1142,1.35,0.87,2.23,1.26,2.13,1.75,1.15,2.90,1.59,2.74,Serie B
Südtirol,31,29.0,44.9,31,341,"2,790",31.0,37,27,64,33,4,4,73,3,33.9,31.6,24.2,55.8,372,1046,1.19,0.87,2.06,1.06,1.94,1.09,0.78,1.87,1.02,1.80,Serie B
